27, 37
27, 36
30, 36
37, 37
36, 38
35, 38
31, 37
28, 36
29, 36
30, 36
33, 36
34, 37
31, 38
36, 37
30, 37
27, 47
29, 47
29, 45
31, 44
30, 45
32, 44
33, 42
35, 40
35, 38
34, 38
35, 40
31, 44
29, 45
29, 46
28, 47
13, 52
11, 48
9, 48
10, 51
12, 52
15, 51
17, 50
20, 49
22, 47
21, 47
19, 49
14, 50
11, 52
10, 52
9, 52
15, 48
15, 48
16, 48
16, 48
17, 50
17, 50
16, 50
15, 49
14, 48
14, 49
16, 50
16, 49
17, 50
17, 50
17, 49
15, 39
15, 39
15, 38
16, 39
19, 41
20, 42
20, 43
17, 44
20, 44
20, 43
20, 43
20, 42
20, 41
16, 41
15, 41
