17, 18
17, 18
17, 18
16, 17
16, 16
17, 13
18, 10
18, 9
22, 9
20, 9
17, 9
17, 9
16, 10
16, 11
16, 13
17, 16
17, 18
28, 15
29, 16
30, 16
30, 15
31, 14
35, 11
38, 9
48, 9
48, 10
49, 10
48, 10
44, 10
41, 10
37, 11
33, 13
29, 15
27, 16
33, 15
33, 14
34, 14
35, 13
36, 12
39, 13
44, 16
58, 16
61, 20
63, 18
64, 14
61, 14
56, 13
52, 13
47, 13
41, 14
34, 15
28, 19
29, 19
29, 19
30, 19
31, 19
34, 23
38, 26
47, 33
48, 35
48, 33
47, 27
43, 24
40, 23
36, 21
33, 20
29, 20
27, 19
18, 21
17, 21
17, 22
16, 22
16, 22
17, 24
18, 29
18, 33
18, 39
17, 40
17, 37
17, 31
17, 28
17, 27
17, 25
17, 24
18, 22
