14, 20
14, 20
14, 20
14, 19
15, 19
15, 19
15, 18
14, 19
14, 19
14, 19
14, 19
15, 19
15, 19
15, 19
14, 19
14, 19
25, 19
25, 19
25, 19
26, 18
26, 18
26, 18
26, 17
26, 17
26, 18
26, 18
27, 18
26, 18
27, 18
26, 18
26, 18
25, 18
31, 19
31, 19
32, 19
32, 20
31, 20
32, 20
32, 20
32, 19
32, 18
32, 18
33, 19
33, 20
32, 20
31, 20
32, 20
31, 19
25, 24
25, 24
25, 24
25, 25
25, 25
25, 25
25, 25
25, 24
26, 24
26, 24
26, 24
25, 25
25, 25
25, 25
25, 24
25, 24
14, 26
14, 26
14, 26
14, 27
14, 27
14, 27
13, 27
13, 27
13, 26
13, 26
14, 27
13, 27
14, 27
14, 27
14, 27
13, 26
