22, 59
19, 56
18, 53
17, 57
16, 59
16, 55
16, 49
15, 48
14, 46
15, 44
22, 42
30, 40
38, 41
45, 41
47, 41
55, 56
65, 53
53, 50
52, 48
56, 50
58, 46
54, 44
46, 42
40, 41
40, 39
51, 38
61, 36
67, 35
69, 35
70, 34
70, 53
88, 50
85, 48
84, 49
83, 48
83, 40
81, 39
77, 39
71, 38
69, 41
67, 44
63, 43
61, 42
60, 41
59, 40
60, 62
66, 66
71, 76
71, 75
69, 74
68, 65
67, 50
67, 49
65, 49
64, 50
61, 52
54, 56
45, 55
38, 52
36, 51
29, 68
35, 77
38, 90
40, 90
39, 87
40, 77
40, 62
40, 57
39, 56
38, 59
37, 63
37, 61
37, 55
37, 49
39, 48
