18, 37
17, 37
16, 36
16, 36
16, 36
16, 36
15, 36
15, 36
16, 37
16, 37
17, 37
17, 37
18, 36
18, 36
19, 36
19, 36
19, 36
19, 36
18, 37
18, 37
36, 33
36, 33
36, 33
36, 33
36, 33
35, 33
35, 34
35, 34
34, 35
35, 35
35, 35
36, 34
37, 33
38, 33
38, 32
38, 32
37, 32
37, 33
36, 33
36, 33
34, 35
35, 34
36, 33
36, 32
37, 32
36, 32
36, 32
35, 33
34, 34
33, 34
34, 34
35, 34
35, 34
35, 34
36, 35
36, 35
35, 35
35, 36
34, 36
34, 36
35, 45
36, 44
37, 44
38, 43
38, 43
38, 43
38, 43
37, 44
36, 44
36, 44
35, 44
35, 45
35, 45
35, 45
35, 45
35, 45
35, 45
35, 46
35, 46
35, 45
17, 45
18, 45
18, 45
19, 45
19, 45
19, 45
20, 45
20, 45
19, 45
19, 45
19, 45
18, 45
17, 45
16, 45
16, 45
16, 45
17, 45
16, 45
17, 45
17, 45
