10, 23
10, 23
8, 25
4, 26
4, 26
7, 24
11, 20
16, 18
20, 18
22, 18
22, 17
23, 17
24, 17
24, 16
25, 15
21, 15
21, 15
21, 15
21, 15
20, 15
20, 20
27, 18
25, 20
18, 22
14, 22
13, 21
12, 19
14, 19
20, 19
25, 21
29, 21
31, 19
32, 18
33, 18
34, 17
33, 17
33, 17
33, 16
33, 16
33, 16
29, 19
32, 18
27, 17
23, 16
20, 16
19, 15
17, 15
17, 15
20, 16
19, 20
20, 22
21, 21
21, 18
20, 15
20, 14
23, 13
24, 12
24, 13
23, 13
23, 13
22, 20
24, 18
24, 16
24, 13
24, 13
22, 13
19, 12
12, 12
7, 20
3, 24
1, 25
2, 25
3, 22
2, 19
3, 18
5, 18
6, 17
6, 17
6, 16
6, 16
15, 19
13, 20
14, 16
22, 12
24, 11
23, 11
22, 11
16, 14
8, 20
5, 20
4, 19
2, 18
1, 15
2, 14
2, 14
2, 15
1, 14
2, 13
2, 13
2, 13
