14, 25
14, 25
14, 26
13, 26
13, 26
12, 26
12, 26
11, 25
10, 25
10, 25
12, 25
13, 25
14, 25
13, 25
12, 26
12, 25
13, 25
14, 25
14, 25
14, 25
24, 22
24, 22
24, 22
24, 22
24, 22
23, 22
22, 22
22, 22
22, 22
22, 22
22, 22
22, 22
22, 22
21, 23
22, 23
23, 23
23, 22
24, 22
24, 22
24, 22
31, 29
32, 29
33, 28
33, 28
33, 28
33, 27
33, 27
33, 27
33, 26
33, 26
33, 26
33, 27
33, 27
33, 27
33, 28
33, 28
33, 28
33, 29
32, 29
31, 29
27, 31
27, 31
27, 31
27, 30
28, 30
28, 30
28, 30
29, 29
29, 29
29, 29
29, 29
29, 29
29, 30
29, 30
29, 30
29, 30
28, 31
28, 31
27, 31
27, 31
14, 29
14, 29
14, 29
15, 29
15, 29
16, 29
17, 29
17, 29
18, 29
18, 29
18, 29
18, 29
17, 29
16, 29
15, 29
15, 29
14, 29
14, 29
14, 29
14, 29
