18, 37
18, 37
18, 37
18, 37
18, 37
17, 37
17, 37
17, 37
17, 37
17, 37
17, 37
17, 37
17, 37
17, 37
17, 37
18, 37
18, 37
18, 37
18, 37
19, 37
34, 35
34, 35
34, 35
34, 35
34, 34
34, 34
34, 34
34, 34
34, 34
34, 34
34, 34
34, 34
34, 34
34, 34
34, 34
35, 35
35, 35
35, 35
35, 35
35, 35
32, 42
32, 42
32, 41
32, 41
32, 41
32, 41
32, 41
32, 41
32, 40
32, 40
32, 40
32, 40
32, 40
32, 40
32, 40
32, 40
32, 41
32, 41
32, 41
32, 42
34, 50
34, 50
34, 50
34, 50
34, 50
34, 49
34, 49
34, 49
34, 49
34, 49
34, 49
35, 49
35, 49
34, 49
34, 49
34, 50
34, 50
34, 50
34, 50
34, 50
17, 51
18, 51
18, 50
18, 50
18, 50
18, 49
18, 49
18, 49
19, 49
19, 49
19, 49
19, 49
19, 49
18, 50
18, 50
18, 50
18, 50
18, 51
17, 51
17, 51
