27, 58
31, 52
32, 70
27, 69
25, 73
27, 62
27, 53
18, 52
8, 55
2, 57
-6, 53
-14, 34
-16, 34
-16, 35
-13, 34
78, 56
80, 55
68, 73
60, 71
56, 73
65, 73
57, 61
50, 58
43, 56
32, 53
22, 43
19, 16
22, 14
19, 16
20, 14
94, 64
99, 81
84, 84
78, 85
78, 82
78, 90
75, 74
72, 70
69, 66
68, 59
75, 48
94, 22
94, 5
94, 4
93, 4
75, 82
73, 105
69, 100
68, 99
69, 95
68, 105
69, 88
69, 84
74, 79
80, 75
92, 67
124, 51
131, 21
132, 25
130, 24
36, 90
45, 112
55, 107
64, 107
71, 104
78, 109
81, 95
79, 91
80, 90
81, 88
83, 90
94, 85
96, 61
97, 65
95, 63
