14, 25
14, 25
14, 25
14, 25
14, 25
14, 25
14, 25
14, 24
13, 24
13, 24
14, 24
14, 24
14, 24
14, 25
14, 24
14, 25
13, 25
13, 24
13, 24
14, 24
26, 21
25, 22
25, 22
25, 22
25, 22
25, 22
24, 21
25, 21
25, 21
25, 21
24, 21
25, 21
24, 21
25, 21
25, 21
25, 21
25, 21
25, 21
25, 21
25, 21
34, 28
34, 28
33, 28
33, 28
33, 28
33, 29
33, 29
33, 29
33, 29
33, 29
33, 29
33, 29
34, 29
34, 29
34, 29
34, 29
34, 28
34, 28
34, 28
34, 28
26, 32
25, 31
25, 31
26, 31
26, 32
26, 32
26, 32
25, 32
25, 32
25, 32
25, 32
25, 32
26, 32
27, 32
27, 32
27, 32
27, 32
26, 32
26, 32
25, 32
15, 29
15, 30
15, 30
15, 30
15, 30
16, 30
15, 30
15, 29
16, 29
16, 29
16, 29
16, 29
16, 29
15, 29
16, 29
15, 29
16, 29
15, 29
15, 29
15, 29
