29, 27
28, 27
28, 27
27, 27
27, 27
28, 27
29, 27
29, 27
28, 27
28, 27
27, 27
28, 27
28, 27
28, 27
29, 27
38, 31
38, 32
37, 30
37, 31
37, 30
38, 32
38, 31
37, 31
37, 31
37, 30
37, 31
37, 31
37, 32
38, 32
38, 31
40, 37
40, 35
39, 37
38, 36
39, 37
40, 35
40, 37
40, 37
40, 36
39, 37
38, 36
38, 36
39, 37
40, 36
40, 37
37, 38
37, 39
37, 39
37, 38
37, 39
37, 39
37, 38
37, 39
37, 40
37, 39
37, 38
37, 38
37, 39
37, 40
37, 39
28, 40
28, 40
28, 39
28, 39
28, 39
28, 40
28, 40
28, 40
27, 40
28, 39
28, 39
28, 39
28, 39
27, 40
28, 40
